"Y","ID","Author","Date","Priority","Price","Speed","Duration","Scarcity","Location","Agreed","State","Class","Surface","sensor1","sensor2","sensor3","sensor4","sensor5","sensor6","sensor7","sensor8","sensor9","sensor10","sensor11","sensor12","sensor13","sensor14","sensor15","sensor16","sensor17","sensor18","sensor19","sensor20","sensor21","sensor22","sensor23","sensor24","sensor25","sensor26","sensor27","sensor28","sensor29","sensor30"
25.3578671698619,"G9953","NW",2001-01-07,"Medium","Extravagant","Medium","Short","Hot","Press room","No","Uncertain","Wooden","Textured",43.8713525092583,30.7949334376,35.2082125844255,38.6477052016265,29.331045345307,35.0909168683648,35.0755719897808,32.350639668973,33.7768052113453,29.5445969749127,28.7886767309794,8.60027761824107,24.1741887074287,43.3356396300487,32.3299908097617,25.4425047799716,16.5712459664724,15.5185866857677,10.9677826593459,34.4793363679037,120.248765674428,105.610937611558,102.987960852383,111.562905995302,102.169120141805,106.876961214736,108.352002228942,118.29370304513,135.20498493051,101.413305135599
23.3663290458526,"G9954","NW",2001-01-13,"High","Extravagant","Fast","Short","Warm","Plant A","Yes","Under review","Wooden","Textured",30.1995122308073,27.8053546471338,NA,25.6396762663071,32.5598254311986,26.5055802898776,31.0731231558834,21.0406788212455,29.3691522108111,27.4361876282551,83.59006077973,104.344854637889,101.433822950884,97.885261539678,115.952847217429,90.5827772995071,95.2335073578396,87.1752954105028,97.9625157790937,98.2896272082195,-6.04509549121155,-13.2293469764723,6.68194729517374,-14.9860938159187,-1.15070835700101,-6.02704238771737,5.80193149614145,-3.95578030055488,-25.5206683191692,-8.930590191539
26.30847407223,"G9955","NW",2001-01-21,"High","Extravagant","Medium","Short","Warm","Plant A","No","Checked","Ceramic","Rough",43.3521707803737,57.1295282147341,44.7016730924577,49.1887197378225,40.9104379393848,48.1131859917627,49.2947966939672,45.1606668195157,39.131857297059,53.6397895845722,77.7641274213481,94.6211990154994,92.0337874920489,70.073699111699,78.5220983658254,83.0134700777897,80.3185495610916,80.2054343077607,75.5602488973414,67.57867629159,49.6366044272544,56.1237287746128,54.4610466037307,34.3787976913937,64.2870178932733,56.1424021742125,43.4358982912346,65.3149151961322,60.1325920293258,57.387305310337
37.6245371499081,"G9956","NW",2001-01-27,"Low","Cheap","Medium","Very Long","Warm","Boiler","Yes","Under review","Ceramic","Rough",43.7113705390573,51.2385982103687,37.9081651413595,49.4544892776387,43.4562220163719,48.0146130748906,51.3617042876577,53.9151367496748,43.9110992914015,46.8172917650468,78.9754775618172,86.4958206130549,89.9166727479504,89.2217165027276,83.1241141064003,68.3829125205544,72.5230505860574,74.8564813836469,72.4048341620983,80.7878396678826,69.6715534864953,72.0275342006484,82.1281363176249,90.4497256950823,82.231537489584,88.9949312136118,83.291008724197,75.0165485347642,80.7373438530237,98.2246553486727
38.6385784253058,"G9957","NW",2001-02-03,"Low","Extravagant","Medium","Very Long","Hot","Plant A","Yes","Uncertain","Wooden","Rough",25.2830262829644,26.5108731916966,NA,36.0744621747624,15.053592668688,29.9094355683193,26.63119505656,29.3949784441488,38.1997798996588,32.3748178257495,69.9923249763742,80.0910149445147,91.0286223892271,62.0673964958602,64.188554768741,80.0140886304853,75.9792954415627,65.1351659237661,61.4642471186519,66.3543219248091,170.65535377255,158.658325313548,169.583584223775,165.665465808375,175.84906648207,162.72216510894,146.120916789046,165.12785565572,157.989088279978,146.317802190654
26.7037445770548,"G9958","NW",2001-02-11,"Low","Extravagant","Fast","Very Long","Hot","Press room","Yes","Checked","Ceramic","Textured",31.247279545279,33.8918910057392,37.9184703092082,30.3067781265928,41.8727948921414,35.9441621109488,37.4782493248245,35.3576906884761,36.5191031844776,46.7265626875885,30.8118865873068,47.4044779932443,1.05003931563809,27.640147972721,12.1528906544804,4.18665655670526,26.4969903250362,32.3630741067615,32.0065203790574,1.43010409769628,139.049752257056,133.850756521853,122.674374359072,126.737863134665,128.701048145293,136.77143316795,131.425449328549,136.073484503387,140.76020330561,144.014979751339
3.99669733855243,"G9959","NW",2001-02-17,"Low","Cheap","Fast","Short","Hot","Press room","Yes","Checked","Ceramic","Rough",32.5589291071732,33.3649445691806,33.6527119436108,39.4548191035271,36.0557221527431,27.7229273751655,34.5345888107394,33.7122225099271,28.8271826219815,30.1973349441814,8.41272407142297,-3.60120372360066,-5.66518036314087,4.0851961034863,9.09384459566913,5.19623901797228,6.716269945891,-0.146369633511171,9.56571263331902,-6.3097647584344,110.297141688889,104.43253298629,102.247767857028,101.869964680945,100.129288385692,85.9184778459117,101.896888431885,110.533599895526,97.2263676093144,108.855070850157
12.4519863197795,"G9960","PR",2001-02-25,"Medium","Costly","Medium","Short","Hot","Plant A","Yes","Uncertain","Ceramic","Rough",11.8217679086927,11.5222665751288,16.0961710934454,16.7512296666922,8.25423813150199,21.7840425660965,10.6800989224659,6.1805778774717,8.65918472210259,5.03706895959233,40.4461721848423,40.179944258654,61.890337840674,52.9026068678078,60.7100078236676,39.9243197999918,40.5163071197248,57.6672412432992,40.9179630119976,66.2702290744036,205.127002964738,200.830020740261,196.328385823172,199.489106596819,189.752927705984,178.410287522895,190.484526945716,202.626944357618,209.521409890757,203.972107032782
36.4888939126181,"G9961","PR",2001-03-03,"Low","Extravagant","Fast","Long","Hot","Boiler","No","Uncertain","Wooden","Smooth",35.6373725851395,44.5396282506842,42.3279195436486,44.7000787570945,42.2646332667729,47.3615481189277,38.655573551804,51.1618857743722,40.5989668849297,31.0900996146691,56.8901022378769,73.0524003883434,81.7977987838878,47.8936745701947,68.8542092716145,60.3443766314875,72.7934458795124,78.7819854541682,64.8954853267336,75.7463749461611,72.3189668712885,85.1558995596224,101.712805075126,78.4090360040283,90.6640292716756,84.7371652223641,71.1428684401413,78.896971664663,91.6063983801587,87.6666044053583
24.2769332688512,"G9962","NW",2001-03-10,"Low","Extravagant","Fast","Very Long","Hot","Press room","Yes","Uncertain","Wooden","Textured",5.48964549160869,8.64543016130194,4.38782605410376,9.54222989987175,9.19467572255901,-3.36539220020041,1.64824989579551,14.229491845051,6.57108672518759,7.75753325971619,65.7441100224936,35.6937599802897,48.5843609177818,68.1592157168316,72.9872391916777,48.169043420758,71.0658010274642,42.3560913862292,44.9800178814805,58.0312004862019,97.2377783748609,94.3606397701229,76.0284332371606,85.306178179944,102.697672001863,73.3645839632838,85.5554438955155,95.504442924201,92.126247857352,98.9288608899977
19.613075388631,"G9963","NW",2001-03-18,"High",NA,"Fast","Long",NA,"Plant A","Yes",NA,"Wooden","Smooth",7.24013922635569,11.000207863975,17.7744545386342,-0.60198696801702,11.2192687942591,11.2408958322268,13.9899051599592,6.80201135676917,9.56552480360431,10.2582979175709,55.6854858299146,36.9324267280209,56.599948020851,56.2365372028348,45.9982181167895,52.3156447815824,61.9454245986034,42.7647181868978,NA,NA,89.6223880379655,NA,92.6907152483265,NA,90.9413689003114,91.319622539438,81.5228708582662,NA,78.283604253287,98.4264875985925
17.2303089686689,"G9964","PR",2001-03-24,"Medium","Extravagant","Fast","Short","Warm","Plant A",NA,"Under review","Ceramic","Rough",20.9367121688043,NA,NA,34.047985363548,25.1411681086984,23.0365191839863,NA,35.0233722216115,29.3974076750184,30.7357888574899,84.2772363097849,NA,75.6337782204812,99.8342651172129,NA,72.8742261513821,85.0185547296213,NA,92.3453659985774,73.7169388432404,146.096993068477,157.258274096762,147.20267497007,139.25028381226,162.433513438498,158.819255775671,127.123869543225,159.05369932201,NA,144.563701954306
